recipe_id,ingredient_id,label,quantity,unit
50414,446,"tablespoon chopped mint leaf, sprigs for garnish",0.25,tablespoon
50414,253,"lb mild feta, diced",0.11,pound
50414,414,"limes, juice and zest of",0.5,each
50414,613,to taste salt & freshly ground black pepper,0.25,dash
50463,588,(6 ounce) box long grain and wild rice blend (such as Uncle Ben's),6.0,ounce
50463,54,(10 1/2 ounce) can beef consomme (broth),5.0,ounce
50463,711,"cup water chestnut, sliced",0.5,cup
50463,466,(6 ounce) can sliced mushrooms,6.0,ounce
52269,481,tablespoons olive oil,3.0,tablespoon
52269,538,"medium potatoes, peeled and diced",6.0,each
52269,486,"large onion, chopped",1.0,each
52269,442,"garlic cloves, crushed",6.0,each
52269,371,teaspoon italian seasoning,0.5,teaspoon
52269,616,"salt and pepper, to taste",1.0,dash
56341,481,teaspoon olive oil,0.25,teaspoon
56341,438,"clove garlic, minced",0.875,each
56341,684,"(4 2/3 ounce) cans whole tomatoes, drained and coarsley chopped",2.6666666666666665,ounce
56341,287,"cup fresh parsley, divided",0.125,cup
56341,395,"lb large shrimp, peeled and deveined",0.25,pound
56341,254,cup crumbled feta cheese (4 oz),0.25,cup
56341,1,tablespoon lemon juice,0.3333333333333333,tablespoon
56341,68,teaspoon fresh ground pepper,0.0625,teaspoon
58163,258,lb firm fish fillets,0.44,pound
58163,325,"green chilies, chopped",0.5,each
58163,674,tablespoon sesame oil,0.25,tablespoon
58163,176,tablespoon chopped coriander,1.0,tablespoon
58163,39,tablespoon chopped basil,0.5,tablespoon
58163,210,teaspoon cumin seed,0.25,teaspoon
58163,593,"large rice paper, rounds",3.0,each
58163,478,tablespoon sesame oil,0.25,tablespoon
58163,478,to taste oil (for frying),0.25,dash
58163,625,to taste black sesame seed (optional),0.25,dash
59380,470,"lb mutton, pieces",0.16,pound
59380,582,"lb basmati rice, washed, drained and soaked for one hour before cooking",0.19,pound
59380,538,lb potatoes,0.06,pound
59380,487,"lb onions, thinly sliced and fried crisp",0.09,pound
59380,685,"lb tomatoes, peeled and chopped",0.06,pound
59380,439,tablespoon garlic paste,0.25,tablespoon
59380,314,tablespoon ginger paste,0.25,tablespoon
59380,744,cup fresh yogurt,0.125,cup
59380,611,to taste salt,0.25,dash
59380,478,cup oil or 1/16 cup ghee,0.0625,cup
59380,159,piece cinnamon,0.5625,each
59380,164,cloves,0.5625,each
59380,63,black peppercorns,1.375,each
59380,111,green cardamoms,0.3333333333333333,each
59380,43,bay leaves,0.3333333333333333,each
59380,325,"green chilies, slit",0.3333333333333333,each
59380,209,tablespoon cumin powder,0.25,tablespoon
59380,560,tablespoon red chili powder,0.25,tablespoon
59380,699,teaspoon turmeric powder,0.0625,teaspoon
59380,606,"saffron strands, dissolved in a little",0.625,each
59380,435,to taste warm milk,0.25,dash
59380,448,leaf of fresh mint,0.625,each
59380,179,leaf fresh coriander,0.625,each
59446,486,"onion, peeled, halved and thinly sliced into half-moons",1.0,each
59446,698,teaspoon turmeric,0.5,teaspoon
59446,340,teaspoon ground cumin,1.0,teaspoon
59446,181,teaspoon ground coriander,1.0,teaspoon
59446,164,cloves,2.0,each
59446,469,teaspoon mustard seeds,0.5,teaspoon
59446,223,dried curry leaves (optional),4.0,each
59446,611,teaspoons salt,2.0,teaspoon
59446,67,fresh ground black pepper,1.0,each
59446,326,cup green lentil (french green is suggested),1.0,cup
59446,582,cup basmati rice,1.0,cup
59800,354,eggs,1.5,each
59800,435,teaspoons cold milk,1.5,teaspoon
59800,92,to taste butter (for frying) or 1/2 to taste oil (for frying),0.5,dash
59800,616,to taste salt and pepper,0.5,dash
59800,348,cup grated halloumi cheese,0.125,cup
63921,728,cup whole wheat flour (atta),0.25,cup
63921,611,to taste salt,0.125,dash
63921,755,"to taste water, to knead",0.125,dash
63921,308,"to taste ghee or 1/8 to taste oil, to shallow fry (Use ghee for authenticity)",0.125,dash
63921,276,"cup fresh carrots, peeled and grated",0.25,cup
63921,124,"cup cheddar cheese, grated",0.125,cup
63921,61,to taste pepper,0.125,dash
63921,560,to taste red chili powder,0.125,dash
63921,447,"tablespoon fresh mint leaves, finely chopped",0.125,tablespoon
63921,180,"tablespoon fresh coriander leaves, finely chopped",0.25,tablespoon
68466,131,"ounce chicken, cooked and chopped",0.5,ounce
68466,630,"can baby shrimp, drained",0.0625,each
68466,47,"ounce beef, cooked and chopped",0.25,ounce
68466,531,"ounce pork, cooked and chopped",0.25,ounce
68466,328,"bunch green onion, chopped",0.0625,bunch
68466,44,lb bean sprouts,0.0625,pound
68466,711,"can water chestnut, drained and chopped",0.0625,each
68466,71,"head bok choy, chopped",0.0625,each
68466,113,"carrots, shredded",0.125,each
68466,503,tablespoon peanut butter,0.125,tablespoon
68466,642,tablespoon soy sauce,0.125,tablespoon
68466,616,to taste salt and pepper,0.0625,dash
68466,245,egg roll wraps,1.625,each
70337,735,package dry yeast,1.0,each
70337,408,teaspoon sugar,0.5,teaspoon
70337,755,cup lukewarm water,1.0,cup
70337,265,cups all-purpose flour,4.25,cup
70337,427,cups mashed potatoes,2.0,cup
70337,611,teaspoons salt,2.0,teaspoon
70337,611,tablespoon coarse salt,1.0,tablespoon
70337,481,tablespoons olive oil,6.0,tablespoon
70337,438,"cloves garlic, sliced thin",3.0,each
70337,602,teaspoon crumbled rosemary,1.0,teaspoon
70337,16,"teaspoon anchovy paste, to taste",0.5,teaspoon
70337,538,cups mashed potatoes,2.0,cup
70337,538,"lbs potatoes, peeled,sliced thin with a mandoline",1.5,pound
70337,499,"cup parmesan cheese, grated",0.25,cup
70337,166,tablespoon coarse salt,1.0,tablespoon
71867,737,"g yellow lentils, cleaned,washed and drained (Toovar dal)",250.0,gram
71867,422,"raw mangoes, peeled,de-seeded and chopped",2.0,each
71867,685,"tomatoes, peeled and chopped",3.0,each
71867,212,fresh curry leaves,4.0,each
71867,180,g fresh coriander leaves,100.0,gram
71867,699,pinches turmeric powder,2.0,each
71867,438,cloves garlic,4.0,each
71867,560,teaspoons red chili powder,2.0,teaspoon
71867,611,salt,1.0,dash
71867,478,tablespoons oil,3.0,tablespoon
71867,211,teaspoons cumin seeds,2.0,teaspoon
71867,469,teaspoon mustard seeds,1.0,teaspoon
71867,325,green chilies,5.0,each
72581,224,tablespoon dried hijiki seaweed,0.75,tablespoon
72581,755,cup water,0.25,cup
72581,678,ounces firm tofu,3.0,ounce
72581,674,tablespoon sesame oil,0.25,tablespoon
72581,642,tablespoon soy sauce or 1/4 tablespoon tamari,0.25,tablespoon
72581,311,"teaspoon fresh ginger, grated",0.125,teaspoon
72581,594,tablespoon rice vinegar,0.5,tablespoon
72581,612,teaspoon sea salt,0.0625,teaspoon
72581,612,"teaspoon sea salt, and pressed lightly",0.0625,teaspoon
72581,113,"medium carrots, julienned",0.5,each
72581,620,"scallions, sliced thinly,sprinkled with",0.75,each
72724,112,"medium carrot, washed, peeled and thinly sliced",1.0,each
72724,96,"small cabbage, washed and finely shredded",0.25,each
72724,465,"medium tinned mushrooms, drained, cleaned, washed and sliced",5.0,each
72724,551,"medium red capsicum, washed, de-seeded and chopped (bell pepper)",1.0,each
72724,685,"medium tomatoes, washed, peeled and finely chopped",1.0,each
72724,611,salt,1.0,dash
72724,478,teaspoon oil,1.0,teaspoon
72724,702,cups vegetable stock (I love using 2 cubes of Maggi Vegetable stock with onions),4.5,cup
72724,63,teaspoon crushed black peppercorns,0.5,teaspoon
72724,44,cup bean sprouts,0.5,cup
72724,1,"tablespoons lemon juice, fresh",2.0,tablespoon
73443,442,"garlic cloves, finely chopped",4.0,each
73443,703,cup vegetable oil,1.0,cup
73443,687,"(28 ounce) cans crushed tomatoes, with puree",28.0,ounce
73443,681,(6 ounce) can tomato sauce,6.0,ounce
73443,611,teaspoon salt,0.5,teaspoon
73443,61,teaspoon pepper,0.5,teaspoon
73443,220,teaspoon dried basil (can substitute fresh accordingly),1.0,teaspoon
73443,227,teaspoon dried oregano (can substitute fresh accordingly),1.0,teaspoon
73443,228,teaspoon dried parsley (can substitute fresh accordingly),1.0,teaspoon
73443,42,bay leaf (can substitute fresh accordingly),1.0,each
73443,526,cups plain breadcrumbs,4.0,cup
73443,265,cups sifted all-purpose flour,2.0,cup
73443,354,eggs,4.0,each
73443,435,cup milk,0.25,cup
73443,248,eggplants (1 lb. each),2.0,pound
73443,596,(15 ounce) containers ricotta cheese,15.0,ounce
73443,460,"(8 ounce) package mozzarella cheese, grated",8.0,ounce
73443,499,cup grated parmesan cheese,0.5,cup
73443,287,cups chopped fresh parsley,2.0,cup
75227,538,"cup potatoes, boiled,peeled and mashed",0.5,cup
75227,86,"slice bread, edges trimmed",1.25,each
75227,354,"eggs, beaten",0.5,each
75227,486,"cup onion, finely chopped",0.125,cup
75227,177,"tablespoon coriander leaves, washed and finely chopped",0.5,tablespoon
75227,446,"tablespoon mint leaf, washed and finely chopped",0.25,tablespoon
75227,325,"green chilies, washed and finely chopped",0.5,each
75227,412,tablespoon lime juice,0.5,tablespoon
75227,560,teaspoon red chili powder,0.0625,teaspoon
75227,136,teaspoon knorr chicken stock powder,0.25,teaspoon
75227,478,"cup potatoes, boiled,peeled and mashed",0.5,cup
75227,478,"to taste oil, to fry",0.25,dash
78576,201,"(1/8 ounce) package cream cheese, softened",0.125,ounce
78576,124,cup shredded cheddar cheese (4 ounces),0.0625,cup
78576,325,"(1/16 ounce) can chopped green chilies, drained",0.0625,ounce
78576,508,tablespoon picante sauce,0.0625,tablespoon
78576,145,teaspoon chili powder,0.0625,teaspoon
78576,145,to taste additional chili powder (optional),0.0625,dash
78576,306,teaspoon garlic salt,0.0625,teaspoon
78576,488,teaspoon onion powder,0.0625,teaspoon
78576,579,(1/8 ounce) cans refrigerated crescent dinner rolls,0.125,ounce
78612,481,tablespoon olive oil,0.5,tablespoon
78612,487,cup diced onions,0.75,cup
78612,546,tablespoon raspberry vinegar,1.0,tablespoon
78612,142,"(7 3/4 ounce) can chickpeas, undrained (garbanzo beans)",5.25,ounce
78612,278,tablespoon chopped fresh cilantro,0.5,tablespoon
78612,278,to taste fresh cilantro stem (optional),0.5,dash
78612,340,teaspoon ground cumin,0.25,teaspoon
78612,66,teaspoon fresh coarse ground black pepper,0.25,teaspoon
78612,611,teaspoon salt,0.25,teaspoon
78612,279,to taste fresh cilantro stem (optional),0.5,dash
78711,8,(1/8 inch) flour tortillas,10.0,each
78711,408,cup sugar,0.0625,cup
78711,159,teaspoon cinnamon (or more to taste),0.0625,teaspoon
78711,478,to taste oil (for frying),0.0625,dash
81105,540,lb prosciutto (1 lb sliced is ~37 slices),1.0,pound
81105,541,"lb provolone cheese (sliced ~ 1/2"" thick)",0.5,pound
81105,129,lbs cherry peppers (~ 2 pt or 49 peppers),2.0,pound
81105,725,gallon white vinegar,0.5,gallon
81105,482,quart extra virgin olive oil,1.0,quart
81105,104,quart canola oil,1.0,quart
81105,486,"small onion, thinly sliced",1.0,each
81105,602,rosemary,1.0,each
81105,42,bay leaf,1.0,each
81105,219,dill weed,1.0,each
81105,39,basil,1.0,each
81105,438,chopped garlic,1.0,each
81105,499,parmesan cheese,1.0,each
82170,397,"lb ground lamb (preferably leg, with all the fat) or 1/4 lb ground chuck",0.25,pound
82170,556,"small red onion, finely minced",0.25,each
82170,556,to taste thinly sliced red onion,0.25,dash
82170,442,"garlic cloves, finely minced",0.5,each
82170,574,tablespoon red wine vinegar,0.25,tablespoon
82170,243,"egg, lightly beaten",0.25,each
82170,236,cup dry breadcrumbs,0.125,cup
82170,227,teaspoon dried oregano (well-rubbed between your fingers),0.25,teaspoon
82170,340,teaspoon ground cumin,0.125,teaspoon
82170,161,teaspoon ground cinnamon,0.0625,teaspoon
82170,337,teaspoon ground allspice,0.0625,teaspoon
82170,338,teaspoon ground cayenne pepper,0.0625,teaspoon
82170,616,to taste salt and pepper,0.25,dash
82170,441,"garlic cloves, finely minced",0.5,each
82170,441,"garlic clove, crushed to a paste",0.25,each
82170,481,tablespoon olive oil,0.75,tablespoon
82170,447,"fresh mint leaves, minced",1.25,each
82170,280,"cup fresh dill, minced",0.0625,cup
82170,207,"cup cucumber, grated, squeezed dry (unpeeled, washed)",0.0625,cup
82170,611,to taste salt and pepper,0.25,dash
82170,611,to taste salt,0.25,dash
82170,686,"to taste fresh tomato, thinly-sliced",0.25,dash
82170,501,to taste minced parsley,0.25,dash
82170,517,to taste grilled pita bread,0.25,dash
86428,702,cup vegetable stock,0.3333333333333333,cup
86428,611,teaspoon salt,0.125,teaspoon
86428,736,cup yellow cornmeal,0.25,cup
86428,126,"cup shredded cheddar cheese, divided",0.25,cup
86428,59,"(3 1/4 ounce) can black beans, drained and rinsed",0.75,ounce
86428,609,"cup salsa (mild, medium or hot)",0.25,cup
86428,387,"cup kernel corn, frozen, thawed or 1/4 cup canned corn, drained",0.25,cup
86428,153,"chipotle chiles in adobo, diced",0.3333333333333333,each
86428,145,teaspoon chili powder,0.25,teaspoon
86428,340,teaspoon ground cumin,0.25,teaspoon
86428,179,cup chopped fresh coriander,0.0625,cup
97176,633,"ounces small shell pasta, uncooked",1.3333333333333333,ounce
97176,713,"(4 2/3 ounce) can water-packed artichoke hearts, quartered",2.6666666666666665,ounce
97176,685,"cup tomatoes, chopped",0.3333333333333333,cup
97176,522,"cup black olives or 1/4 cup kalamata olive, sliced",0.25,cup
97176,57,"cup bell pepper, diced (I used red but use whatever's on hand)",0.25,cup
97176,486,"cup onion, chopped",0.125,cup
97176,726,cup white wine,0.125,cup
97176,569,"pepperoncini pepper, chopped and seeded",0.3333333333333333,each
97176,481,"tablespoon olive oil, divided",0.6666666666666666,tablespoon
97176,438,"teaspoon garlic, minced",0.6666666666666666,teaspoon
97176,287,"cup fresh parsley, chopped",0.125,cup
97176,273,"tablespoon fresh basil, chopped",0.3333333333333333,tablespoon
97176,285,"tablespoon fresh oregano, chopped",0.6666666666666666,tablespoon
97176,254,"tablespoon feta cheese, to taste",0.6666666666666666,tablespoon
97176,611,"to taste salt, to taste",0.3333333333333333,dash
97176,67,"to taste fresh ground black pepper, to taste",0.3333333333333333,dash
99982,53,lb premium ground beef,0.03,pound
99982,86,slice bread,0.125,each
99982,499,tablespoon grated parmesan cheese,0.125,tablespoon
99982,659,teaspoon minced sweet onions or 1/16 teaspoon white onion,0.0625,teaspoon
99982,492,"teaspoon oregano, chopped",0.0625,teaspoon
99982,39,"teaspoon basil, chopped",0.0625,teaspoon
99982,435,cup milk,0.0625,cup
99982,65,teaspoon ground black pepper,0.0625,teaspoon
99982,438,teaspoon garlic,0.0625,teaspoon
99982,611,to taste salt,0.0625,dash
99982,243,egg,0.0625,each
99982,481,to taste olive oil,0.0625,dash
101730,755,quarts water (12 cups),3.0,quart
101730,755,cups warm water,2.5,cup
101730,611,tablespoon salt,0.5,tablespoon
101730,611,teaspoon salt (or to taste),1.0,teaspoon
101730,481,tablespoon olive oil,1.0,tablespoon
101730,481,tablespoons olive oil,2.0,tablespoon
101730,249,lb elbow macaroni (I use Barilla PLUS) or 1 lb shell macaroni (I use Barilla PLUS),1.0,pound
101730,92,tablespoons butter,4.0,tablespoon
101730,679,(12 ounce) can seasoned tomato paste,12.0,ounce
101730,408,teaspoon sugar,0.5,teaspoon
101730,161,teaspoon ground cinnamon,0.5,teaspoon
101730,492,teaspoon oregano,1.0,teaspoon
101730,490,tablespoon grated orange rind,0.5,tablespoon
101730,284,cup fresh orange juice (juice of 1 orange),0.5,cup
101730,43,bay leaves,3.5,each
101730,165,teaspoon ground cloves,0.5,teaspoon
101730,756,cups warm water,2.5,cup
101730,53,lb ground beef,1.0,pound
101730,61,teaspoon pepper (or to taste),0.5,teaspoon
101730,486,"cup onion, finely chopped",0.75,cup
101730,442,"garlic cloves, finely chopped",4.5,each
101730,572,cup red wine (I like Marsala wine),1.0,cup
101730,385,"ounces kefalotiri (or to taste) or 8 ounces gruyere, grated (or to taste)",8.0,ounce
101730,384,"ounces kasseri cheese (to cover top) or 4 -5 ounces cheddar cheese, sliced tissue thin (to cover top)",4.5,ounce
104624,60,"cup canned black beans, drained",0.25,cup
104624,609,tablespoon salsa,1.0,tablespoon
104624,302,"cup frozen whole kernel corn, thawed",0.125,cup
104624,329,"tablespoons green onions, minced",1.25,tablespoon
104624,340,teaspoon ground cumin,0.125,teaspoon
104624,731,"fresh or frozen wonton skins, thawed if frozen",10.0,each
104624,550,"ounces jars diced sweet red peppers, drained",1.75,ounce
104624,190,cup cottage cheese,0.25,cup
104624,56,tablespoons beer,1.25,tablespoon
104624,438,"clove garlic, minced",1.0,each
104624,460,"ounce mozzarella cheese, shredded (1/4 cup)",0.5,ounce
104624,499,"tablespoon parmesan cheese, grated",0.5,tablespoon
104624,755,quarts water,1.5,quart
104624,173,to taste vegetable oil cooking spray,0.5,dash
104624,278,"to taste fresh cilantro, to garnish",0.5,dash
105160,477,kg baby octopus,0.25,kilogram
105160,755,cup water,0.25,cup
105160,438,lb chopped garlic,0.02,pound
105160,33,teaspoon baking soda,0.25,teaspoon
105160,92,lb butter,0.06,pound
105160,196,cup cream,0.0625,cup
105160,1,tablespoon lemon juice,0.25,tablespoon
105160,626,shallots,0.3333333333333333,each
105160,167,"to taste cognac, to taste",0.25,dash
105160,481,cup olive oil,0.25,cup
105160,411,lime,0.25,each
105160,0,tablespoon lemon juice,0.25,tablespoon
105160,0,lemon,0.25,each
105160,611,to taste salt,0.25,dash
105160,61,to taste pepper,0.25,dash
107524,48,lb lean beef,1.0,pound
107524,246,egg white,1.0,each
107524,611,teaspoon salt,1.0,teaspoon
107524,642,teaspoons soy sauce,4.0,teaspoon
107524,408,teaspoon sugar,0.25,teaspoon
107524,627,tablespoons sherry wine,2.5,tablespoon
107524,189,tablespoons cornstarch,4.0,tablespoon
107524,478,teaspoons oil,2.0,teaspoon
107524,755,tablespoons water,2.5,tablespoon
107524,44,lb bean sprouts,1.0,pound
107724,244,lb egg noodles,0.125,pound
107724,48,lb lean beef,0.25,pound
107724,438,"clove garlic, crushed",0.25,each
107724,611,teaspoon salt,0.25,teaspoon
107724,310,"teaspoon ginger, grated",0.125,teaspoon
107724,260,teaspoon five-spice powder,0.0625,teaspoon
107724,478,tablespoon oil,0.625,tablespoon
107724,642,cup soy sauce,0.125,cup
107724,240,cup duck broth or 1/8 cup chicken broth,0.125,cup
107724,189,teaspoon cornstarch,0.5,teaspoon
107724,755,teaspoon water,1.0,teaspoon
107724,329,"green onions, sliced",1.5,each
107853,592,"lb rice noodles or 1/4 lb fine egg noodles, prepared according to package",0.25,pound
107853,478,tablespoons oil,2.5,tablespoon
107853,132,"lb cooked chicken, cut into shreds",0.25,pound
107853,119,"stalks celery, cut into shreds",2.0,each
107853,465,"mushrooms, cut into shreds",6.0,each
107853,96,"cup cabbage, chopped",0.5,cup
107853,291,"ounces fresh snow peas, cut to bite-size",2.0,ounce
107853,44,cup bean sprouts,1.0,cup
107853,135,cups chicken stock,1.25,cup
107853,189,tablespoons cornstarch,2.5,tablespoon
107853,755,tablespoons water,4.0,tablespoon
107853,642,tablespoons soy sauce,2.5,tablespoon
107853,671,tablespoons teriyaki sauce,2.0,tablespoon
107853,611,"salt, to taste",1.0,dash
107853,62,teaspoon black pepper (or to taste),0.375,teaspoon
109483,233,cup dried shrimp,0.5,cup
109483,232,dried shiitake mushrooms,5.0,each
109483,755,cups boiling water,2.0,cup
109483,591,lb rice flour,0.5,pound
109483,611,teaspoons salt,2.0,teaspoon
109483,135,cups chicken stock,2.0,cup
111599,354,large eggs,2.0,each
111599,482,tablespoon extra virgin olive oil,0.5,tablespoon
111599,34,teaspoon balsamic vinegar,0.25,teaspoon
111599,92,tablespoon butter,0.5,tablespoon
111599,435,tablespoon milk,0.5,tablespoon
111599,425,marinated artichoke hearts (slice them up),2.0,each
111599,465,roundtop mushrooms (sliced),3.0,each
111599,26,"stalk asparagus (cut into discs, staying in the soft parts)",1.0,each
111599,656,sweet green pepper (cut into bite-sized pieces),0.5,each
111599,499,cup freshly shredded parmesan cheese (you shred it),0.5,cup
115558,655,cup sunflower seeds,0.3333333333333333,cup
115558,514,cup pine nuts,0.25,cup
115558,542,cup pumpkin seeds,0.25,cup
115558,195,cup craisins,0.25,cup
115558,544,cup craisins,0.25,cup
115558,544,cup raisins,0.25,cup
116415,571,baby red potatoes,1.0,each
116415,181,tablespoon ground coriander,0.25,tablespoon
116415,181,"tablespoon ground coriander, for dusting",0.25,tablespoon
116415,353,"hard-boiled eggs, peeled",0.5,each
116415,79,large boneless chicken breast,0.25,each
116415,726,cup white wine,0.25,cup
116415,539,"tablespoon powdered milk, do not rehydrate",0.25,tablespoon
116415,556,"large red onion, diced",0.25,each
116415,616,to taste salt and pepper,0.25,dash
116415,478,"hard-boiled eggs, peeled",0.5,each
116415,478,"tablespoon oil, for frying",0.25,tablespoon
117455,265,cup all-purpose flour,0.125,cup
117455,611,teaspoon salt,0.0625,teaspoon
117455,92,tablespoon melted butter or 1/4 tablespoon ghee,0.25,tablespoon
117455,758,cup cold water,0.0625,cup
117455,538,"lb potatoes, peeled",0.125,pound
117455,703,tablespoon vegetable oil,0.25,tablespoon
117455,469,teaspoon mustard seeds (yellow or black),0.125,teaspoon
117455,487,"medium onions, finely chopped",0.125,each
117455,311,"tablespoon fresh ginger, chopped",0.25,tablespoon
117455,252,teaspoon fennel seeds,0.125,teaspoon
117455,340,teaspoon ground cumin,0.0625,teaspoon
117455,181,tablespoon ground coriander,0.0625,tablespoon
117455,698,teaspoon turmeric,0.0625,teaspoon
117455,298,"cup frozen green pea, defrosted",0.0625,cup
117455,755,cup cold water,0.0625,cup
117455,755,tablespoon water,0.125,tablespoon
117455,303,teaspoon garam masala,0.0625,teaspoon
117455,338,teaspoon ground cayenne pepper,0.0625,teaspoon
118241,481,cup olive oil,0.0625,cup
118241,442,"garlic cloves, crushed",1.3333333333333333,each
118241,289,tablespoon minced fresh rosemary,0.25,tablespoon
118241,290,tablespoon minced fresh sage,0.25,tablespoon
118241,613,to taste salt & freshly ground black pepper (to taste),0.25,dash
118241,83,"lb boneless skinless chicken breasts, split and trimmed",0.3333333333333333,pound
118241,529,"lb ripe plum tomato, cored, peeled, seeded, and thinly sliced, juices reserved",0.25,pound
118241,562,to taste red pepper flakes (to taste),0.25,dash
118241,274,cup shredded fresh basil leaf,0.125,cup
120981,21,"ounces artichoke hearts (drained if from a can or thawed if frozen, rinsed & quartered either way)",14.0,ounce
120981,465,"ounces mushrooms, sliced",4.0,ounce
120981,481,tablespoons olive oil,2.0,tablespoon
120981,486,"onion, thinly sliced",0.5,each
120981,61,teaspoon pepper,0.5,teaspoon
120981,61,teaspoon cayenne pepper,0.5,teaspoon
120981,440,teaspoon garlic powder,1.0,teaspoon
120981,118,teaspoon cayenne pepper,0.5,teaspoon
120981,492,teaspoon oregano,1.0,teaspoon
120981,726,tablespoons white wine,2.0,tablespoon
120981,540,"ounces prosciutto, chopped",4.0,ounce
120981,75,"lbs boneless pork chops or 2 lbs boneless skinless chicken thighs, trimmed of fat",2.0,pound
120981,198,cup heavy cream,0.25,cup
120981,600,"cup romano cheese, grated",0.25,cup
120981,460,"cup mozzarella cheese, shredded",0.25,cup
121756,430,tablespoons reduced-fat mayonnaise,2.0,tablespoon
121756,416,tablespoon fresh lime juice,1.0,tablespoon
121756,152,teaspoon minced chipotle chile in adobo,1.0,teaspoon
121756,441,"small garlic clove, minced",1.0,each
121756,76,"lb skinless cooked chicken breast, shredded",0.75,pound
121756,378,"small jicama, peeled and sliced into matchstick size pieces or 1 cup thinly sliced celery",0.5,dimensionless
121756,486,"small onion, finely chopped",0.5,each
121756,729,(6 inch) whole wheat tortillas,8.0,each
121756,610,cup chunky salsa,0.5,cup
125845,102,(70 g) can canned tuna,70.0,gram
125845,652,"small spring onion, chopped finely",0.5,each
125845,642,tablespoons soy sauce,2.0,tablespoon
125845,674,teaspoon sesame oil,1.0,teaspoon
125943,507,sheets phyllo dough,2.0,each
125943,473,cup nutella,0.125,cup
125943,410,cup light corn syrup,0.0625,cup
125943,162,cup cinnamon sugar,0.0625,cup
125943,92,cup butter,0.0625,cup
126427,11,"cup dried agar-agar, loosely packed",1.0,cup
126427,134,"cups chicken broth, clear",2.0,cup
126427,194,"cup crabmeat, fresh or frozen. drained on paper towels",1.0,cup
126427,629,"ounces shrimp, shelled, deveined, cut into pea-sized pieces",4.0,ounce
126427,534,"ounces lean pork, cut into pea-sized pieces",4.0,ounce
126427,611,teaspoon salt,0.5,teaspoon
126427,408,teaspoon sugar,0.75,teaspoon
126427,724,teaspoon white pepper,0.125,teaspoon
126427,642,tablespoons soy sauce,2.0,tablespoon
126427,642,tablespoons black soy sauce,2.0,tablespoon
126427,674,teaspoons sesame oil,2.0,teaspoon
126427,266,cups all-purpose white flour,1.5,cup
126427,243,"egg, beaten",1.0,each
126427,758,cold water,1.0,each
126427,311,"cup fresh ginger, finely shredded",0.25,cup
126427,647,tablespoons black soy sauce,2.0,tablespoon
128372,61,teaspoons pepper,2.0,teaspoon
128372,488,teaspoon onion powder,1.0,teaspoon
128372,440,teaspoons garlic powder,1.5,teaspoon
128372,492,teaspoons oregano,2.0,teaspoon
128372,87,cup breadcrumbs,0.75,cup
128372,53,lbs ground beef,3.0,pound
129744,413,limes,0.5833333333333333,each
129744,685,"cup tomatoes, chopped & seeded",0.25,cup
129744,27,"cup avocado, peeled & diced",0.25,cup
129744,158,"cup cilantro, chopped",0.125,cup
129744,611,teaspoon salt,0.125,teaspoon
129744,61,teaspoon pepper,0.0625,teaspoon
129744,442,"garlic cloves, minced",0.5,each
129744,433,"lb medium shrimp, peeled and cooked",0.25,pound
129744,184,to taste corn tortilla,0.25,dash
131214,582,cup basmati rice,1.0,cup
131214,401,"cup assorted lentils (I use 1/3 cup each of mung, chana, masoor)",1.0,cup
131214,699,"teaspoon turmeric powder (check the color, add more if needed till yellow)",0.5,teaspoon
131214,308,tablespoons ghee (opt for the upper limit for a richer flavor),5.0,tablespoon
131214,160,cinnamon stick,1.0,each
131214,43,bay leaves,4.0,each
131214,164,cloves,4.0,each
131214,164,garlic cloves,4.0,each
131214,107,cardamom pods,6.0,each
131214,211,teaspoons cumin seeds,3.0,teaspoon
131214,486,"onion, finely chopped",1.0,each
131214,442,garlic cloves,4.0,each
131214,611,"salt, to taste",1.0,dash
131214,1,lemon juice (optional),1.0,each
131214,158,"cilantro, to garnish",1.0,each
136026,502,"pastry dough, for a 9-inch, one-crust pie",1.0,each
136026,296,(10 ounce) package frozen chopped spinach,10.0,ounce
136026,435,cup milk (recommended -- low fat or 2%),1.0,cup
136026,254,cup crumbled feta cheese,1.0,cup
136026,354,"eggs, beaten",3.0,each
136026,92,"cup butter or 1/4 cup margarine, melted",0.25,cup
136026,600,tablespoons grated romano cheese,2.0,tablespoon
136026,265,tablespoons all-purpose flour,2.0,tablespoon
136026,724,teaspoon white pepper,0.5,teaspoon
136026,611,teaspoon salt,0.25,teaspoon
136026,342,dash ground nutmeg,1.0,dash
138357,408,cup sugar,0.0625,cup
138357,159,teaspoon cinnamon,0.0625,teaspoon
138357,342,teaspoon ground nutmeg,0.0625,teaspoon
138357,8,(1/4 inch) flour tortillas,12.0,each
138357,703,to taste vegetable oil (for frying),0.0625,dash
139213,354,eggs,2.0,each
139213,685,"medium sized tomatoes, washed and diced",0.5,each
139213,486,"onion, finely chopped",0.125,each
139213,623,"serrano pepper, chopped",0.75,each
139213,92,tablespoon butter,0.5,tablespoon
139213,478,tablespoon oil,0.5,tablespoon
139213,611,to taste salt,0.5,dash
141037,482,cups extra virgin olive oil,1.125,cup
141037,18,cup apple cider vinegar or 1/2 cup white balsamic vinegar,0.5,cup
141037,442,"large garlic cloves, minced",4.0,each
141037,62,teaspoon black pepper,1.0,teaspoon
141037,611,pinch salt,1.0,pinch
